entity_id	valid	rejected	polled	electors	UNP	TULF	IND	SLFP	SLMC	ELJP	MEP	USA	INDI	ACTC	DPLF	IND 1	IND 2	USF	IND1	IND2	USP
LK-2133250	93.0	7.0	99.0	248.0	57.0			28.0	7.0	0.0		0.0									
LK-6187205	93.0	5.0	98.0	125.0	48.0			39.0		4.0	1.0	1.0									
LK-5118235	93.0	12.0	104.0	130.0	5.0	56.0		1.0	0.0							30.0	0.0				
LK-5130085	93.0	12.0	105.0	131.0	5.0	56.0		1.0	0.0							30.0	0.0				
LK-4121105	92.0	11.0	103.0	1500.0	1.0	34.0			2.0				46.0	4.0	5.0						
LK-7133035	92.0	11.0	103.0	300.0	45.0		11.0	34.0		1.0	0.0	1.0									
LK-2124085	92.0	7.0	98.0	236.0	52.0			36.0	2.0	0.0		1.0									
LK-3325180	92.0	3.0	94.0	419.0	55.0			35.0	0.0			1.0			1.0						
LK-2127015	92.0	8.0	100.0	295.0	59.0			26.0	4.0	1.0		2.0									
LK-2139110	92.0	6.0	98.0	296.0	55.0			20.0	16.0	0.0		1.0									
LK-2139235	92.0	6.0	99.0	297.0	55.0			20.0	16.0	0.0		1.0									
LK-4130060	92.0	18.0	110.0	284.0	2.0	35.0			3.0				43.0	5.0	3.0						
LK-7127005	92.0	6.0	98.0	210.0	53.0		2.0	36.0		0.0	0.0	1.0									
LK-4306100	92.0	8.0	100.0	245.0	25.0	40.0	11.0	6.0	9.0												
LK-2224140	92.0	8.0	101.0	137.0	67.0			24.0		1.0		1.0									
LK-5324025	92.0	6.0	98.0	152.0	37.0	6.0		37.0	6.0		0.0		5.0								
LK-6163430	92.0	7.0	100.0	139.0	53.0			34.0		3.0	0.0	2.0									
LK-2106335	92.0	7.0	99.0	247.0	57.0			28.0	7.0	0.0		0.0									
LK-5133155	92.0	12.0	103.0	129.0	4.0	55.0		1.0	0.0							30.0	0.0				
LK-4121100	91.0	11.0	102.0	1482.0	1.0	34.0			2.0				45.0	4.0	5.0						
LK-3206170	91.0	8.0	99.0	858.0	53.0			34.0		1.0	2.0	2.0									
LK-4406035	91.0	15.0	106.0	472.0	5.0	34.0	34.0	0.0	17.0												
LK-4409025	91.0	15.0	107.0	476.0	5.0	35.0	34.0	0.0	17.0												
LK-4415125	91.0	15.0	106.0	472.0	5.0	34.0	34.0	0.0	17.0												
LK-3215060	91.0	8.0	99.0	663.0	55.0			29.0		2.0	1.0	5.0									
LK-3218020	91.0	8.0	99.0	664.0	55.0			29.0		2.0	1.0	5.0									
LK-3218045	91.0	8.0	99.0	664.0	55.0			29.0		2.0	1.0	5.0									
LK-3224040	91.0	8.0	99.0	662.0	54.0			29.0		2.0	1.0	5.0									
LK-3330110	91.0	2.0	93.0	511.0	52.0			37.0	0.0			0.0			2.0						
LK-3324265	91.0	3.0	94.0	418.0	55.0			35.0	0.0			1.0			1.0						
LK-3325120	91.0	3.0	94.0	418.0	55.0			35.0	0.0			1.0			1.0						
LK-3325135	91.0	3.0	94.0	418.0	55.0			35.0	0.0			1.0			1.0						
LK-4206025	91.0	8.0	99.0	286.0	15.0	33.0	15.0	1.0	27.0												
LK-7124040	91.0	6.0	97.0	207.0	52.0		2.0	36.0		0.0	0.0	1.0									
LK-4312085	91.0	8.0	100.0	244.0	25.0	40.0	11.0	6.0	9.0												
LK-3306075	91.0	10.0	100.0	349.0	50.0			34.0	0.0			6.0			1.0						
LK-2134180	91.0	5.0	95.0	139.0	60.0			28.0	2.0	0.0		1.0									
LK-2118235	91.0	9.0	100.0	129.0	57.0			33.0	0.0	0.0		1.0									
LK-2303195	91.0	8.0	98.0	120.0	58.0			28.0	2.0			1.0			2.0						
LK-2106185	91.0	7.0	97.0	242.0	56.0			28.0	7.0	0.0		0.0									
LK-2133155	91.0	7.0	98.0	244.0	56.0			28.0	7.0	0.0		0.0									
LK-2133330	91.0	7.0	97.0	243.0	56.0			28.0	7.0	0.0		0.0									
LK-5133055	91.0	11.0	102.0	128.0	4.0	55.0		1.0	0.0							30.0	0.0				
LK-5133210	91.0	11.0	102.0	127.0	4.0	55.0		1.0	0.0							30.0	0.0				
LK-5136010	91.0	11.0	102.0	128.0	4.0	55.0		1.0	0.0							30.0	0.0				
LK-4412055	90.0	15.0	105.0	469.0	5.0	34.0	34.0	0.0	17.0												
LK-3248165	90.0	2.0	92.0	692.0	75.0			15.0		0.0	0.0	0.0									
LK-3248175	90.0	2.0	91.0	687.0	74.0			15.0		0.0	0.0	0.0									
LK-7130050	90.0	11.0	101.0	294.0	44.0		11.0	33.0		1.0	0.0	1.0									
LK-7136025	90.0	11.0	101.0	294.0	44.0		11.0	33.0		1.0	0.0	1.0									
LK-7160005	90.0	11.0	101.0	295.0	44.0		11.0	33.0		1.0	0.0	1.0									
LK-2124455	90.0	6.0	97.0	233.0	51.0			35.0	2.0	0.0		1.0									
LK-3327085	90.0	2.0	92.0	507.0	51.0			36.0	0.0			0.0			2.0						
LK-3325075	90.0	3.0	93.0	413.0	54.0			35.0	0.0			1.0			1.0						
LK-4206105	90.0	8.0	98.0	283.0	15.0	33.0	15.0	1.0	27.0												
LK-4206170	90.0	8.0	98.0	283.0	15.0	33.0	15.0	1.0	27.0												
LK-2139270	90.0	6.0	96.0	290.0	53.0			20.0	16.0	0.0		1.0									
LK-4130265	90.0	18.0	107.0	276.0	2.0	34.0			3.0				42.0	5.0	3.0						
LK-4303085	90.0	8.0	98.0	240.0	24.0	39.0	11.0	6.0	9.0												
LK-2136180	90.0	5.0	95.0	221.0	48.0			38.0	2.0	0.0		1.0									
LK-4512090	90.0	15.0	105.0	229.0	7.0	38.0			3.0				37.0	2.0	3.0						
LK-2118185	90.0	9.0	99.0	127.0	56.0			32.0	0.0	0.0		1.0									
LK-1327045	90.0	9.0	99.0	229.0	45.0			40.0	1.0	1.0	0.0	1.0									
LK-1330050	90.0	9.0	99.0	230.0	46.0			41.0	1.0	1.0	0.0	1.0									
LK-2303315	90.0	7.0	97.0	118.0	57.0			28.0	2.0			1.0			2.0						
LK-2309240	90.0	7.0	97.0	119.0	56.0			31.0	0.0			0.0			3.0						
LK-6206070	90.0	6.0	96.0	138.0	55.0			25.0	9.0	0.0		0.0							0.0	0.0	
LK-5130015	90.0	11.0	102.0	127.0	4.0	55.0		1.0	0.0							29.0	0.0				
LK-4121045	89.0	11.0	100.0	1448.0	1.0	33.0			2.0				44.0	4.0	5.0						
LK-3203155	89.0	8.0	97.0	840.0	52.0			33.0		1.0	2.0	2.0									
LK-3206180	89.0	8.0	97.0	838.0	51.0			33.0		1.0	2.0	2.0									
LK-3245145	89.0	2.0	90.0	679.0	73.0			15.0		0.0	0.0	0.0									
LK-3248110	89.0	2.0	91.0	685.0	74.0			15.0		0.0	0.0	0.0									
LK-3215065	89.0	8.0	97.0	652.0	54.0			29.0		2.0	1.0	5.0									
LK-3218165	89.0	8.0	97.0	651.0	54.0			28.0		2.0	1.0	5.0									
LK-3218185	89.0	8.0	98.0	653.0	54.0			29.0		2.0	1.0	5.0									
LK-7133090	89.0	11.0	100.0	291.0	43.0		11.0	33.0		1.0	0.0	1.0									
LK-3327030	89.0	2.0	91.0	501.0	51.0			36.0	0.0			0.0			2.0						
LK-3330015	89.0	2.0	91.0	502.0	51.0			36.0	0.0			0.0			2.0						
LK-3321265	89.0	2.0	91.0	405.0	53.0			34.0	0.0			1.0			1.0						
LK-3324080	89.0	2.0	92.0	407.0	53.0			34.0	0.0			1.0			1.0						
LK-3324245	89.0	2.0	92.0	409.0	54.0			35.0	0.0			1.0			1.0						
LK-3325100	89.0	2.0	91.0	405.0	53.0			34.0	0.0			1.0			1.0						
LK-3325265	89.0	2.0	91.0	407.0	53.0			34.0	0.0			1.0			1.0						
LK-2139020	89.0	6.0	95.0	287.0	53.0			20.0	16.0	0.0		1.0									
LK-2139350	89.0	6.0	95.0	286.0	53.0			20.0	16.0	0.0		1.0									
LK-2139555	89.0	6.0	95.0	286.0	53.0			20.0	16.0	0.0		1.0									
LK-2133385	89.0	7.0	96.0	239.0	55.0			27.0	6.0	0.0		0.0									
LK-2212210	89.0	8.0	97.0	146.0	48.0			38.0		2.0		1.0									
LK-2315120	89.0	7.0	96.0	121.0	53.0			19.0	1.0			4.0			11.0						
LK-4121075	88.0	10.0	98.0	1426.0	1.0	32.0			2.0				44.0	3.0	5.0						
LK-3248090	88.0	2.0	90.0	678.0	73.0			15.0		0.0	0.0	0.0									
LK-3215120	88.0	8.0	96.0	639.0	53.0			28.0		2.0	1.0	5.0									
LK-3218180	88.0	8.0	96.0	645.0	53.0			28.0		2.0	1.0	5.0									
LK-4127165	88.0	8.0	96.0	356.0	5.0	22.0			2.0				52.0	3.0	3.0						
LK-7160130	88.0	11.0	99.0	288.0	43.0		11.0	33.0		1.0	0.0	1.0									
LK-2124320	88.0	6.0	95.0	228.0	50.0			35.0	2.0	0.0		1.0									
LK-3324250	88.0	2.0	90.0	401.0	52.0			34.0	0.0			1.0			1.0						
LK-3325115	88.0	2.0	91.0	403.0	53.0			34.0	0.0			1.0			1.0						
LK-7121025	88.0	5.0	93.0	199.0	50.0		2.0	34.0		0.0	0.0	1.0									
LK-8203005	88.0	13.0	101.0	135.0	52.0		0.0	33.0	1.0		0.0	3.0									
LK-1336095	88.0	8.0	95.0	213.0	50.0			35.0	0.0	1.0	0.0	2.0									
LK-7210075	88.0	6.0	94.0	154.0	56.0			29.0		3.0		1.0									
LK-6130125	88.0	6.0	94.0	140.0	60.0			25.0		1.0	0.0	1.0									
LK-5127125	88.0	11.0	99.0	124.0	4.0	53.0		1.0	0.0							29.0	0.0				
LK-6233020	88.0	5.0	93.0	123.0	54.0			31.0	1.0	1.0		1.0							0.0	0.0	
LK-6236230	88.0	5.0	93.0	124.0	54.0			31.0	1.0	1.0		1.0							0.0	0.0	
LK-4121120	87.0	10.0	97.0	1408.0	1.0	32.0			2.0				43.0	3.0	5.0						
LK-3206075	87.0	8.0	95.0	823.0	50.0			33.0		1.0	1.0	1.0									
LK-4415010	87.0	15.0	102.0	452.0	5.0	33.0	32.0	0.0	16.0												
LK-3218075	87.0	8.0	95.0	635.0	52.0			28.0		2.0	1.0	5.0									
LK-7133045	87.0	11.0	98.0	285.0	42.0		10.0	32.0		1.0	0.0	1.0									
LK-2124030	87.0	6.0	93.0	225.0	50.0			34.0	2.0	0.0		1.0									
LK-2124145	87.0	6.0	93.0	224.0	49.0			34.0	2.0	0.0		1.0									
LK-2124295	87.0	6.0	93.0	223.0	49.0			34.0	2.0	0.0		1.0									
LK-3327110	87.0	2.0	89.0	492.0	50.0			35.0	0.0			0.0			2.0						
LK-3321125	87.0	2.0	89.0	396.0	52.0			33.0	0.0			1.0			1.0						
LK-3324235	87.0	2.0	90.0	400.0	52.0			34.0	0.0			1.0			1.0						
LK-3325015	87.0	2.0	89.0	396.0	52.0			33.0	0.0			1.0			1.0						
LK-2139005	87.0	6.0	93.0	280.0	52.0			19.0	15.0	0.0		1.0									
LK-2139240	87.0	6.0	93.0	279.0	51.0			19.0	15.0	0.0		1.0									
LK-4303095	87.0	8.0	95.0	232.0	23.0	38.0	11.0	6.0	9.0												
LK-3306100	87.0	9.0	96.0	335.0	48.0			33.0	0.0			5.0			1.0						
LK-2118010	87.0	9.0	96.0	123.0	54.0			31.0	0.0	0.0		1.0									
LK-2118080	87.0	9.0	96.0	124.0	54.0			31.0	0.0	0.0		1.0									
LK-2209030	87.0	8.0	95.0	129.0	63.0			23.0		0.0		1.0									
LK-5330020	87.0	6.0	93.0	145.0	35.0	6.0		36.0	6.0		0.0		4.0								
LK-6163490	87.0	7.0	94.0	131.0	50.0			32.0		3.0	0.0	2.0									
LK-2133010	87.0	6.0	93.0	233.0	53.0			27.0	6.0	0.0		0.0									
LK-1227490	87.0	4.0	91.0	119.0	39.0			44.0		3.0		2.0									
LK-3206115	86.0	8.0	94.0	813.0	50.0			32.0		1.0	1.0	1.0									
LK-3206155	86.0	8.0	94.0	807.0	49.0			32.0		1.0	1.0	1.0									
LK-3245115	86.0	2.0	88.0	660.0	71.0			15.0		0.0	0.0	0.0									
LK-7133105	86.0	10.0	97.0	282.0	42.0		10.0	32.0		1.0	0.0	1.0									
LK-3330330	86.0	2.0	88.0	485.0	49.0			35.0	0.0			0.0			2.0						
LK-3321060	86.0	2.0	88.0	391.0	51.0			33.0	0.0			1.0			1.0						
LK-3321240	86.0	2.0	89.0	394.0	52.0			33.0	0.0			1.0			1.0						
LK-3324055	86.0	2.0	89.0	394.0	52.0			33.0	0.0			1.0			1.0						
LK-3324215	86.0	2.0	88.0	393.0	51.0			33.0	0.0			1.0			1.0						
LK-3325025	86.0	2.0	88.0	393.0	51.0			33.0	0.0			1.0			1.0						
LK-3325060	86.0	2.0	88.0	392.0	51.0			33.0	0.0			1.0			1.0						
LK-2127045	86.0	7.0	93.0	277.0	56.0			24.0	4.0	1.0		2.0									
LK-8142170	86.0	7.0	93.0	131.0	50.0			32.0		2.0	0.0	1.0									
LK-4306020	86.0	8.0	94.0	229.0	23.0	37.0	11.0	6.0	9.0												
LK-3306030	86.0	9.0	95.0	330.0	47.0			32.0	0.0			5.0			1.0						
LK-2118230	86.0	9.0	95.0	122.0	54.0			31.0	0.0	0.0		1.0									
LK-2221040	86.0	8.0	94.0	128.0	62.0			22.0		0.0		1.0									
LK-2227005	86.0	8.0	93.0	127.0	62.0			22.0		0.0		1.0									
LK-5118120	86.0	11.0	97.0	121.0	4.0	52.0		1.0	0.0							28.0	0.0				
LK-5127080	86.0	11.0	97.0	121.0	4.0	52.0		1.0	0.0							28.0	0.0				
LK-5127135	86.0	11.0	96.0	121.0	4.0	52.0		1.0	0.0							28.0	0.0				
LK-5133085	86.0	11.0	97.0	121.0	4.0	52.0		1.0	0.0							28.0	0.0				
LK-3206010	85.0	8.0	93.0	801.0	49.0			32.0		1.0	1.0	1.0									
LK-4412065	85.0	14.0	99.0	442.0	5.0	32.0	32.0	0.0	16.0												
LK-3218070	85.0	8.0	93.0	623.0	51.0			27.0		2.0	1.0	5.0									
LK-3218125	85.0	8.0	93.0	624.0	51.0			27.0		2.0	1.0	5.0									
LK-3224015	85.0	8.0	93.0	622.0	51.0			27.0		2.0	1.0	5.0									
LK-7133030	85.0	10.0	96.0	278.0	41.0		10.0	32.0		1.0	0.0	1.0									
LK-7136020	85.0	10.0	95.0	277.0	41.0		10.0	32.0		1.0	0.0	1.0									
LK-7160025	85.0	10.0	96.0	278.0	41.0		10.0	32.0		1.0	0.0	1.0									
LK-2124050	85.0	6.0	91.0	218.0	48.0			33.0	2.0	0.0		1.0									
LK-2124180	85.0	6.0	91.0	220.0	49.0			33.0	2.0	0.0		1.0									
LK-2124195	85.0	6.0	91.0	220.0	49.0			33.0	2.0	0.0		1.0									
LK-2124265	85.0	6.0	91.0	220.0	49.0			33.0	2.0	0.0		1.0									
LK-3325070	85.0	2.0	87.0	389.0	51.0			33.0	0.0			1.0			0.0						
LK-3325185	85.0	2.0	87.0	389.0	51.0			33.0	0.0			1.0			0.0						
LK-3325225	85.0	2.0	88.0	390.0	51.0			33.0	0.0			1.0			1.0						
LK-3325245	85.0	2.0	87.0	387.0	51.0			33.0	0.0			1.0			0.0						
LK-2139095	85.0	6.0	91.0	273.0	50.0			19.0	15.0	0.0		1.0									
LK-2139180	85.0	6.0	91.0	273.0	50.0			19.0	15.0	0.0		1.0									
LK-4512055	85.0	15.0	100.0	217.0	6.0	36.0			3.0				35.0	2.0	3.0						
LK-3312010	85.0	9.0	94.0	328.0	47.0			32.0	0.0			5.0			1.0						
LK-2303190	85.0	7.0	92.0	112.0	54.0			26.0	1.0			1.0			2.0						
LK-4121135	84.0	10.0	94.0	1369.0	1.0	31.0			2.0				42.0	3.0	5.0						
LK-3218200	84.0	8.0	91.0	611.0	50.0			27.0		1.0	1.0	4.0									
LK-7133040	84.0	10.0	94.0	275.0	41.0		10.0	31.0		1.0	0.0	1.0									
LK-2124125	84.0	6.0	90.0	217.0	48.0			33.0	2.0	0.0		1.0									
LK-7209055	84.0	7.0	90.0	332.0	59.0			23.0		1.0		0.0									
LK-3321065	84.0	2.0	86.0	382.0	50.0			32.0	0.0			1.0			0.0						
LK-3321190	84.0	2.0	86.0	384.0	50.0			32.0	0.0			1.0			0.0						
LK-3324160	84.0	2.0	87.0	385.0	50.0			33.0	0.0			1.0			0.0						
LK-3325005	84.0	2.0	87.0	386.0	50.0			33.0	0.0			1.0			0.0						
LK-3325145	84.0	2.0	87.0	385.0	50.0			33.0	0.0			1.0			0.0						
LK-4206060	84.0	7.0	91.0	262.0	14.0	31.0	14.0	1.0	25.0												
LK-2139480	84.0	6.0	90.0	270.0	50.0			18.0	15.0	0.0		1.0									
LK-2139585	84.0	6.0	90.0	271.0	50.0			19.0	15.0	0.0		1.0									
LK-7118165	84.0	6.0	90.0	228.0	50.0		1.0	30.0		1.0	0.0	2.0									
LK-7124120	84.0	5.0	89.0	192.0	48.0		2.0	33.0		0.0	0.0	1.0									
LK-7124165	84.0	5.0	89.0	190.0	48.0		2.0	33.0		0.0	0.0	1.0									
LK-4512010	84.0	14.0	98.0	214.0	6.0	35.0			3.0				34.0	2.0	3.0						
LK-7106025	84.0	5.0	90.0	168.0	55.0		2.0	26.0		1.0	0.0	1.0									
LK-2303115	84.0	7.0	91.0	111.0	53.0			26.0	1.0			1.0			2.0						
LK-2303330	84.0	7.0	91.0	111.0	53.0			26.0	1.0			1.0			2.0						
LK-2303365	84.0	7.0	90.0	110.0	53.0			26.0	1.0			1.0			2.0						
LK-2106235	84.0	6.0	90.0	225.0	52.0			26.0	6.0	0.0		0.0									
LK-2106295	84.0	6.0	90.0	225.0	52.0			26.0	6.0	0.0		0.0									
LK-5130105	84.0	11.0	95.0	118.0	4.0	51.0		1.0	0.0							27.0	0.0				
LK-5133105	84.0	11.0	95.0	119.0	4.0	51.0		1.0	0.0							28.0	0.0				
LK-3203030	83.0	8.0	91.0	784.0	48.0			31.0		1.0	1.0	1.0									
LK-3206040	83.0	8.0	91.0	783.0	48.0			31.0		1.0	1.0	1.0									
LK-4412015	83.0	14.0	97.0	433.0	5.0	32.0	31.0	0.0	15.0												
LK-3248030	83.0	2.0	84.0	633.0	68.0			14.0		0.0	0.0	0.0									
LK-3248210	83.0	2.0	85.0	640.0	69.0			14.0		0.0	0.0	0.0									
LK-3218190	83.0	8.0	91.0	610.0	50.0			27.0		1.0	1.0	4.0									
LK-4124050	83.0	7.0	90.0	335.0	5.0	20.0			2.0				49.0	3.0	3.0						
LK-7136030	83.0	10.0	93.0	272.0	41.0		10.0	31.0		1.0	0.0	1.0									
LK-7160030	83.0	10.0	94.0	272.0	41.0		10.0	31.0		1.0	0.0	1.0									
LK-3330035	83.0	2.0	85.0	469.0	48.0			34.0	0.0			0.0			2.0						
LK-3324230	83.0	2.0	85.0	380.0	50.0			32.0	0.0			1.0			0.0						
LK-3325085	83.0	2.0	85.0	380.0	50.0			32.0	0.0			1.0			0.0						
LK-2127070	83.0	7.0	90.0	267.0	54.0			24.0	4.0	1.0		2.0									
LK-4206010	83.0	7.0	90.0	260.0	14.0	30.0	14.0	1.0	24.0												
LK-2139205	83.0	6.0	89.0	267.0	49.0			18.0	15.0	0.0		1.0									
LK-3306105	83.0	9.0	92.0	319.0	45.0			31.0	0.0			5.0			1.0						
LK-2118115	83.0	8.0	91.0	118.0	52.0			30.0	0.0	0.0		1.0									
LK-2227095	83.0	7.0	90.0	123.0	60.0			22.0		0.0		1.0									
LK-5312030	83.0	6.0	89.0	137.0	33.0	6.0		34.0	5.0		0.0		4.0								
LK-6118040	83.0	6.0	89.0	141.0	49.0			27.0		3.0	1.0	3.0									
LK-2309480	83.0	7.0	89.0	109.0	52.0			28.0	0.0			0.0			2.0						
LK-2306580	83.0	6.0	89.0	106.0	58.0			24.0	0.0			1.0			0.0						
LK-6187210	83.0	4.0	88.0	112.0	43.0			35.0		4.0	1.0	1.0									
LK-3136150	83.0	6.0	89.0	124.0	45.0			30.0	0.0	0.0	1.0	6.0									
LK-4121110	82.0	10.0	92.0	1336.0	1.0	30.0			2.0				41.0	3.0	4.0						
LK-4415170	82.0	14.0	96.0	429.0	5.0	31.0	31.0	0.0	15.0												
LK-3248050	82.0	2.0	83.0	628.0	68.0			14.0		0.0	0.0	0.0									
LK-3215090	82.0	8.0	89.0	597.0	49.0			26.0		1.0	1.0	4.0									
LK-7133145	82.0	10.0	92.0	267.0	40.0		10.0	30.0		1.0	0.0	1.0									
LK-7136005	82.0	10.0	92.0	267.0	40.0		10.0	30.0		1.0	0.0	1.0									
LK-2124370	82.0	6.0	88.0	211.0	47.0			32.0	2.0	0.0		1.0									
LK-3321040	82.0	2.0	85.0	377.0	49.0			32.0	0.0			1.0			0.0						
LK-3321045	82.0	2.0	84.0	374.0	49.0			32.0	0.0			1.0			0.0						
LK-3324110	82.0	2.0	84.0	375.0	49.0			32.0	0.0			1.0			0.0						
LK-3324165	82.0	2.0	84.0	374.0	49.0			32.0	0.0			1.0			0.0						
LK-3325045	82.0	2.0	84.0	376.0	49.0			32.0	0.0			1.0			0.0						
LK-3325165	82.0	2.0	84.0	376.0	49.0			32.0	0.0			1.0			0.0						
LK-3325220	82.0	2.0	85.0	376.0	49.0			32.0	0.0			1.0			0.0						
LK-4206165	82.0	7.0	89.0	256.0	14.0	30.0	13.0	0.0	24.0												
LK-2139090	82.0	6.0	88.0	265.0	49.0			18.0	15.0	0.0		1.0									
LK-2139190	82.0	6.0	87.0	263.0	49.0			18.0	14.0	0.0		1.0									
LK-7118065	82.0	6.0	88.0	223.0	49.0		1.0	30.0		1.0	0.0	2.0									
LK-8142180	82.0	6.0	88.0	125.0	48.0			31.0		2.0	0.0	1.0									
LK-4312080	82.0	7.0	89.0	219.0	22.0	36.0	10.0	6.0	8.0												
LK-1339020	82.0	7.0	90.0	200.0	47.0			33.0	0.0	1.0	0.0	2.0									
LK-2215205	82.0	6.0	88.0	125.0	56.0			23.0		1.0		2.0									
LK-2309010	82.0	7.0	89.0	109.0	51.0			28.0	0.0			0.0			2.0						
LK-5127070	82.0	10.0	92.0	115.0	4.0	49.0		1.0	0.0							27.0	0.0				
LK-5133090	82.0	10.0	92.0	115.0	4.0	49.0		1.0	0.0							27.0	0.0				
LK-2212165	82.0	7.0	89.0	136.0	44.0			36.0		2.0		1.0									
LK-5209005	82.0	5.0	87.0	114.0	46.0	0.0		35.0	0.0									1.0			
LK-3203070	81.0	7.0	89.0	766.0	47.0			30.0		1.0	1.0	1.0									
LK-3206060	81.0	7.0	89.0	767.0	47.0			30.0		1.0	1.0	1.0									
LK-4409085	81.0	14.0	95.0	423.0	4.0	31.0	30.0	0.0	15.0												
LK-4418040	81.0	14.0	95.0	422.0	4.0	31.0	30.0	0.0	15.0												
LK-3245060	81.0	2.0	83.0	622.0	67.0			14.0		0.0	0.0	0.0									
LK-3245140	81.0	1.0	82.0	619.0	67.0			14.0		0.0	0.0	0.0									
LK-3218025	81.0	7.0	89.0	593.0	49.0			26.0		1.0	1.0	4.0									
LK-7130055	81.0	10.0	90.0	263.0	39.0		10.0	30.0		1.0	0.0	1.0									
LK-3324020	81.0	2.0	83.0	371.0	49.0			31.0	0.0			1.0			0.0						
LK-3324195	81.0	2.0	83.0	371.0	49.0			31.0	0.0			1.0			0.0						
LK-2139325	81.0	6.0	86.0	260.0	48.0			18.0	14.0	0.0		1.0									
LK-4130215	81.0	16.0	97.0	250.0	2.0	31.0			3.0				38.0	5.0	3.0						
LK-2118100	81.0	8.0	89.0	114.0	50.0			29.0	0.0	0.0		1.0									
LK-5321115	81.0	6.0	86.0	134.0	32.0	6.0		33.0	5.0		0.0		4.0								
LK-5333005	81.0	6.0	87.0	134.0	33.0	6.0		33.0	5.0		0.0		4.0								
LK-2106100	81.0	6.0	87.0	217.0	50.0			25.0	6.0	0.0		0.0									
LK-6221065	81.0	5.0	86.0	114.0	50.0			28.0	1.0	1.0		1.0							0.0	0.0	
LK-4121140	80.0	10.0	90.0	1302.0	1.0	30.0			2.0				40.0	3.0	4.0						
LK-3203020	80.0	7.0	87.0	752.0	46.0			30.0		1.0	1.0	1.0									
LK-3203125	80.0	7.0	87.0	751.0	46.0			30.0		1.0	1.0	1.0									
LK-4412080	80.0	14.0	94.0	419.0	4.0	31.0	30.0	0.0	15.0												
LK-3245160	80.0	1.0	81.0	611.0	66.0			14.0		0.0	0.0	0.0									
LK-3245175	80.0	1.0	81.0	612.0	66.0			14.0		0.0	0.0	0.0									
LK-3248185	80.0	1.0	82.0	616.0	66.0			14.0		0.0	0.0	0.0									
LK-3215040	80.0	7.0	88.0	587.0	48.0			26.0		1.0	1.0	4.0									
LK-4124085	80.0	7.0	87.0	323.0	5.0	20.0			2.0				47.0	3.0	3.0						
LK-3330040	80.0	1.0	82.0	451.0	46.0			32.0	0.0			0.0			2.0						
LK-3330140	80.0	1.0	81.0	448.0	45.0			32.0	0.0			0.0			2.0						
LK-3325080	80.0	2.0	83.0	367.0	48.0			31.0	0.0			1.0			0.0						
LK-4206055	80.0	7.0	87.0	252.0	13.0	29.0	13.0	0.0	24.0												
LK-4212145	80.0	7.0	87.0	252.0	13.0	29.0	13.0	0.0	24.0												
LK-2139245	80.0	6.0	85.0	257.0	47.0			18.0	14.0	0.0		1.0									
LK-4503030	80.0	14.0	94.0	204.0	6.0	34.0			3.0				33.0	2.0	3.0						
LK-3309180	80.0	8.0	88.0	308.0	44.0			30.0	0.0			5.0			1.0						
LK-2209190	80.0	7.0	87.0	118.0	57.0			21.0		0.0		1.0									
LK-5309040	80.0	6.0	86.0	133.0	32.0	6.0		33.0	5.0		0.0		4.0								
LK-5324060	80.0	6.0	86.0	133.0	32.0	6.0		33.0	5.0		0.0		4.0								
LK-1336210	80.0	7.0	87.0	194.0	45.0			32.0	0.0	0.0	0.0	2.0									
LK-4415105	79.0	13.0	92.0	410.0	4.0	30.0	29.0	0.0	15.0												
LK-3248200	79.0	1.0	81.0	609.0	66.0			14.0		0.0	0.0	0.0									
LK-7136045	79.0	10.0	89.0	258.0	38.0		9.0	29.0		1.0	0.0	1.0									
LK-7160150	79.0	10.0	89.0	259.0	39.0		9.0	29.0		1.0	0.0	1.0									
LK-2124100	79.0	6.0	84.0	203.0	45.0			31.0	2.0	0.0		1.0									
LK-3327095	79.0	1.0	81.0	447.0	45.0			32.0	0.0			0.0			2.0						
LK-3330295	79.0	1.0	80.0	444.0	45.0			32.0	0.0			0.0			2.0						
LK-3325090	79.0	2.0	82.0	363.0	48.0			31.0	0.0			1.0			0.0						
LK-3325110	79.0	2.0	81.0	362.0	47.0			31.0	0.0			1.0			0.0						
LK-4203025	79.0	7.0	85.0	246.0	13.0	29.0	13.0	0.0	23.0												
LK-2139600	79.0	5.0	84.0	254.0	47.0			17.0	14.0	0.0		1.0									
LK-7127070	79.0	5.0	84.0	181.0	45.0		2.0	31.0		0.0	0.0	1.0									
LK-4312050	79.0	7.0	86.0	211.0	21.0	34.0	10.0	6.0	8.0												
LK-4503070	79.0	14.0	92.0	201.0	6.0	33.0			3.0				32.0	2.0	3.0						
LK-3306180	79.0	8.0	88.0	305.0	43.0			30.0	0.0			5.0			1.0						
LK-2118055	79.0	8.0	87.0	112.0	49.0			28.0	0.0	0.0		1.0									
LK-2118255	79.0	8.0	86.0	111.0	49.0			28.0	0.0	0.0		1.0									
LK-2227105	79.0	7.0	86.0	117.0	57.0			21.0		0.0		1.0									
LK-3203015	78.0	7.0	85.0	732.0	45.0			29.0		1.0	1.0	1.0									
LK-3203025	78.0	7.0	85.0	732.0	45.0			29.0		1.0	1.0	1.0									
LK-4415020	78.0	13.0	91.0	405.0	4.0	30.0	29.0	0.0	14.0												
LK-3245015	78.0	1.0	80.0	601.0	65.0			13.0		0.0	0.0	0.0									
