entity_id	valid	rejected	polled	electors	ITAK	EDF	ELMS	DNA	IG1D	IG2D	IG3D	IG4D	IG5D	IG6D	IG7D	IG8D	IG9D	UPFA	AITC	AITUF	UNP	UNAF	UDF	USP	JSP	TMVP	PERLF	MLF	LLF	SLNF	SMBP	IG1T	IG2T	IG3T	IG4T	IG5T	IG6T	IG7T	IG8T	IG9T	DPLF	IG1B	IG2B	IG3B	IG4B	IG5B	IG6B	IG7B	IG8B	IG9B	ONF	OWORS	TULF	EPDP	IG1V	DUA	IG9V	IG2V	IG6V	IG3V	IG4V	IG5V	IG7V	IG8V	IG9J	IG2J	IG4J	IG1J	IG3J	IG5J	IG6J	IG7J	IG8J	SEP	IG1P	IG7P	PNF	ELPP	IG2P	IG6P	IG8P	IG9P	IG3P	IG4P	IG5P	SLLP	NSU	UPF	IG1N	IG5N	IG3N	IG2N	IG4N	IG6N	IG9N	IG7N	IG8N	IG2M	IG3M	RJP	IG1M	IG4M	NPP	IG1H	OWO	IG4H	IG2H	IG3H	IG8M	IG5M	IG9M	IG6M	IG7M	IG1R	IG5R	IG2R	IG3R	IG4R	IG6R	IG7R	IG8R	IG9R	TLP	CDUA	IG3C	IG6C	IG8C	IG1C	IG7C	IG2C	IG9C	IG4C	IG5C	MNA	IG1K	IG3K	IG2K	IG4K	IG6K	IG9K	IG5K	IG7K	IG8K	IG6G	IG2G	IG7G	IG3G	IG4G	IG1G	IG5G	IG6A	IG1A	IG7A	IG5A	IG2A	IG3A	IG4A	IG9G	IG8G	OWOS	JS	J	OORS
LK-6157225	78.0	5.0	83.0	139.0			0.0	5.0										46.0			27.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-4506070	77.0	15.0	93.0	766.0	35.0	0.0		0.0										28.0	1.0		3.0			0.0	0.0	0.0	2.0		0.0																							0.0	4.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4509055	77.0	15.0	93.0	769.0	35.0	0.0		0.0										29.0	1.0		3.0			0.0	0.0	0.0	2.0		0.0																							0.0	4.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4406040	77.0	13.0	90.0	545.0	42.0	3.0		0.0										18.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4127025	77.0	9.0	86.0	376.0	29.0	0.0		0.0										26.0	9.0		5.0			0.0	0.0	0.0	0.0		0.0																							0.0	1.0			0.0									0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4206070	77.0	6.0	83.0	232.0	41.0	0.0		0.0										20.0			9.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-2121010	77.0	11.0	88.0	148.0			0.0	1.0										55.0			20.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-5330035	77.0	6.0	84.0	152.0	7.0			3.0										50.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																																											
LK-4309030	77.0	8.0	85.0	197.0	30.0	1.0		0.0										24.0			6.0				0.0	0.0			0.0	0.0	0.0										7.0										0.0		1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4139045	76.0	11.0	88.0	453.0	14.0	0.0		0.0										55.0	1.0		3.0			0.0	0.0	0.0	0.0		0.0																							0.0	0.0			0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-2118250	76.0	11.0	87.0	146.0			0.0	1.0										55.0			20.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-7160050	76.0	6.0	82.0	150.0			0.0	4.0										54.0			17.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-5130105	76.0	9.0	86.0	171.0	36.0	0.0	0.0	0.0										17.0			2.0	0.0			0.0	13.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-5133105	76.0	9.0	86.0	172.0	36.0	0.0	0.0	0.0										17.0			2.0	0.0			0.0	13.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-2233025	76.0	10.0	86.0	147.0			0.0	3.0										47.0			26.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-4104025	75.0	11.0	86.0	443.0	14.0	0.0		0.0										54.0	1.0		3.0			0.0	0.0	0.0	0.0		0.0																							0.0	0.0			0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4209025	75.0	6.0	80.0	226.0	40.0	0.0		0.0										20.0			8.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-7151030	75.0	6.0	80.0	146.0			0.0	4.0										53.0			16.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-2224090	75.0	6.0	81.0	130.0			0.0	1.0										56.0			17.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-4412125	74.0	12.0	86.0	521.0	40.0	3.0		0.0										17.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4206065	74.0	6.0	80.0	224.0	39.0	0.0		0.0										19.0			8.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4206145	74.0	6.0	80.0	224.0	39.0	0.0		0.0										19.0			8.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-7151125	74.0	6.0	80.0	146.0			0.0	4.0										52.0			16.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-2306580	74.0	12.0	87.0	159.0			0.0	2.0										46.0			25.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																											0.0			0.0									0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																		
LK-5309020	74.0	6.0	80.0	144.0	7.0			3.0										48.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																																											
LK-5127070	74.0	8.0	83.0	166.0	35.0	0.0	0.0	0.0										16.0			2.0	0.0			0.0	12.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-5133090	74.0	8.0	83.0	166.0	35.0	0.0	0.0	0.0										16.0			2.0	0.0			0.0	12.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-4312095	74.0	8.0	82.0	190.0	29.0	1.0		0.0										23.0			6.0				0.0	0.0			0.0	0.0	0.0										7.0										0.0		1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4103045	73.0	11.0	84.0	434.0	14.0	0.0		0.0										53.0	1.0		3.0			0.0	0.0	0.0	0.0		0.0																							0.0	0.0			0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4412070	73.0	12.0	85.0	514.0	39.0	3.0		0.0										17.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4412135	73.0	12.0	85.0	515.0	39.0	3.0		0.0										17.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-2118050	73.0	10.0	84.0	140.0			0.0	1.0										52.0			19.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-7160105	73.0	6.0	79.0	143.0			0.0	4.0										52.0			16.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-4112085	72.0	10.0	83.0	434.0	31.0	0.0		0.0										28.0	2.0		4.0			0.0	0.0	0.0	1.0		0.0																							0.0	1.0			0.0									0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0																																																																																									
LK-4215030	72.0	6.0	77.0	218.0	38.0	0.0		0.0										19.0			8.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-7151190	72.0	6.0	78.0	141.0			0.0	4.0										51.0			16.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-7151195	72.0	6.0	78.0	141.0			0.0	4.0										51.0			16.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-2224150	72.0	6.0	78.0	126.0			0.0	1.0										54.0			16.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-2227195	72.0	6.0	78.0	125.0			0.0	1.0										54.0			16.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-4109140	71.0	13.0	85.0	160.0	26.0	0.0		1.0										34.0	0.0		8.0			0.0	0.0	0.0	0.0		0.0																							0.0	1.0			1.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4139105	71.0	11.0	82.0	423.0	13.0	0.0		0.0										51.0	1.0		3.0			0.0	0.0	0.0	0.0		0.0																							0.0	0.0			0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4509045	71.0	14.0	85.0	702.0	32.0	0.0		0.0										26.0	1.0		3.0			0.0	0.0	0.0	2.0		0.0																							0.0	4.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4406005	71.0	12.0	82.0	499.0	38.0	3.0		0.0										16.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4209020	71.0	5.0	77.0	216.0	38.0	0.0		0.0										19.0			8.0				0.0	0.0			0.0	0.0	0.0										2.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-5133065	71.0	8.0	80.0	159.0	34.0	0.0	0.0	0.0										15.0			2.0	0.0			0.0	12.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0																																																																																																														
LK-2224165	71.0	6.0	78.0	124.0			0.0	1.0										53.0			16.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-2309070	71.0	12.0	83.0	133.0			0.0	1.0										47.0			21.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																											0.0			0.0									0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																		
LK-4403030	70.0	12.0	82.0	494.0	38.0	3.0		0.0										16.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4415115	70.0	12.0	81.0	491.0	37.0	3.0		0.0										16.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4415140	70.0	12.0	82.0	496.0	38.0	3.0		0.0										16.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4130215	70.0	11.0	81.0	317.0	37.0	0.0		0.0										14.0	2.0		6.0			0.0	0.0	0.0	3.0		0.0																							0.0	1.0			0.0									0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4206045	70.0	5.0	75.0	211.0	37.0	0.0		0.0										18.0			8.0				0.0	0.0			0.0	0.0	0.0										2.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-2309150	70.0	11.0	82.0	131.0			0.0	1.0										46.0			21.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																											0.0			0.0									0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																		
LK-4509155	69.0	14.0	83.0	688.0	32.0	0.0		0.0										26.0	1.0		3.0			0.0	0.0	0.0	2.0		0.0																							0.0	4.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4406055	69.0	11.0	80.0	484.0	37.0	3.0		0.0										16.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4412130	69.0	11.0	81.0	489.0	37.0	3.0		0.0										16.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4415005	69.0	11.0	80.0	486.0	37.0	3.0		0.0										16.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-2309450	69.0	11.0	80.0	128.0			0.0	1.0										45.0			20.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																											0.0			0.0									0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																		
LK-4415185	68.0	11.0	79.0	481.0	37.0	3.0		0.0										16.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4112060	68.0	10.0	78.0	408.0	30.0	0.0		0.0										27.0	2.0		3.0			0.0	0.0	0.0	1.0		0.0																							0.0	1.0			0.0									0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0																																																																																									
LK-7151055	68.0	5.0	73.0	133.0			0.0	4.0										48.0			15.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-5330050	68.0	6.0	74.0	134.0	6.0			3.0										44.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																																											
LK-5133095	68.0	8.0	77.0	153.0	32.0	0.0	0.0	0.0										15.0			2.0	0.0			0.0	11.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0																																																																																																														
LK-5133190	68.0	8.0	77.0	153.0	32.0	0.0	0.0	0.0										15.0			2.0	0.0			0.0	11.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0																																																																																																														
LK-4509095	67.0	13.0	81.0	666.0	31.0	0.0		0.0										25.0	1.0		3.0			0.0	0.0	0.0	1.0		0.0																							0.0	4.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
